Parameter Name,Group,Material,Lab min Value,Client min Value,Parameter Test Method,Pseudo Parameter,Discipline,Mu Value,Lab max Value,Client max Value,Unit,NABL,Material Table,Inputs,Material/Lab Name,Remark 
Alkali as Na2O,BUILDING MATERIALS - CHEMICAL,GGBS - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,"100,000.00",0.00,% by mass,,"lerm.parameter.master.table,3495",Weight of sample taken,GGBS/UGGBS/Alccofine- CHEMICAL,
Alkali as K2O,BUILDING MATERIALS - CHEMICAL,GGBS - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,"1,000,000.00",0.00,% by mass,,"lerm.parameter.master.table,3496",Weight of sample taken,GGBS/UGGBS/Alccofine- CHEMICAL,
Alkali  Content,BUILDING MATERIALS - CHEMICAL,GGBS - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,"1,000,000.00",0.00,% by mass,,"lerm.parameter.master.table,3497",Alkali as Na2O,GGBS/UGGBS/Alccofine- CHEMICAL,
Normal Consistency GGBS,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GGBS - Mechanical Test,20.00,0.00,IS 4031 (Part-4)1988,FALSE,MECHANICAL,0.01,40.00,0.00,% by mass,Non NABL,,,GGBS MECHANICAL,
Specific Gravity,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GGBS - Mechanical Test,2.00,0.00,IS 1727: 1967,FALSE,MECHANICAL,0.04,4.00,0.00,--,NABL,"lerm.parameter.master.table,1235",,GGBS MECHANICAL,
Slag Activity Index 7 Days,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GGBS - Mechanical Test,30.00,0.00,IS 4031(Part-6)1988,FALSE,MECHANICAL,0.08,100.00,0.00,N/mm2,NABL,"lerm.parameter.master.table,609",,GGBS MECHANICAL,
Fineness by Blaines Air Permeability Method GGBS,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GGBS - Mechanical Test,100.00,0.00,IS 4031(Part-2)1999,FALSE,MECHANICAL,0.05,600.00,0.00,m2/kg,NABL,"lerm.parameter.master.table,1236",,GGBS MECHANICAL,
Slag Activity Index 28 Days,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GGBS - Mechanical Test,30.00,0.00,IS 4031(Part-6)1988,FALSE,MECHANICAL,0.00,100.00,0.00,N/mm2,NABL,"lerm.parameter.master.table,611",,GGBS MECHANICAL,
Normal Consistency,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GGBS - Mechanical Test,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,GGBS MECHANICAL,
Initial Setting Time,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GGBS - Mechanical Test,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,GGBS MECHANICAL,
Final Setting Time,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GGBS - Mechanical Test,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,GGBS MECHANICAL,
Sodium Oxide(Na2O),,GGBS/UGGBS/Alccofine- CHEMICAL,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,Non NABL,,,,
Carbon,METALS & ALLOYS,GI SHEET,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4896",Carbon,GI SHEET,
Carbon,METALS & ALLOYS,GI SHEET,0.00,0.00,ASTM E 415-21,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,Non NABL,,,GI SHEET,
pH of 30 % solution,BUILDING MATERIALS - CHEMICAL,,1.00,0.00,IS 2720 part 26: 1987 RA 2016,FALSE,CHEMICAL,0.00,14.00,0.00,,NABL,,ph_Value,,
Manganese,METALS & ALLOYS,GI SHEET,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4893",Manganese,GI SHEET,
Sulphur,METALS & ALLOYS,GI SHEET,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4894",Sulphur,GI SHEET,
Phosphorous,METALS & ALLOYS,GI SHEET,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4895",Phosphorous,GI SHEET,
GRANITE,BUILDING MATERIALS - CHEMICAL,GRANITE,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,Granite,
Dry Gradation,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),0.10,0.00,,FALSE,MECHANICAL,0.03,100.00,0.00,%,NABL,"lerm.parameter.master.table,3036",,GSB MECHANICAL,
Water Absorbtion,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),0.10,0.00,IS 2386 (PART-3)1963 RA 2021,FALSE,MECHANICAL,0.00,15.00,0.00,%,NABL,"lerm.parameter.master.table,3037",,GSB MECHANICAL,
Elongation Index,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),5.00,0.00,IS 2386 (PART-1)1963 RA 2021,FALSE,MECHANICAL,0.02,50.00,0.00,%,NABL,"lerm.parameter.master.table,3043",,GSB MECHANICAL,
Flakiness Index,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),5.00,0.00,IS 2386 (PART-1)1963 RA 2021,FALSE,MECHANICAL,0.02,50.00,0.00,%,NABL,"lerm.parameter.master.table,3044",,GSB MECHANICAL,
Abrasion Value,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),5.00,0.00,IS 2386 (PART-4)1963 RA 2021,FALSE,MECHANICAL,0.01,50.00,0.00,%,NABL,"lerm.parameter.master.table,3045",,GSB MECHANICAL,
Impact Value,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),1.00,0.00,IS 2386 (PART-4)1963 RA 2021,FALSE,MECHANICAL,0.01,60.00,0.00,%,NABL,"lerm.parameter.master.table,3038",,GSB MECHANICAL,
Plastic Limit,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),0.00,0.00,IS 2720 (PART-5)1985 RA 2020,FALSE,MECHANICAL,0.09,30.00,0.00,%,NABL,"lerm.parameter.master.table,3039",,GSB MECHANICAL,
Liquid Limit,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),0.05,0.00,IS 2720 (PART-5)1985 RA 2020,FALSE,MECHANICAL,0.07,30.00,0.00,%,NABL,"lerm.parameter.master.table,3040",,GSB MECHANICAL,
Plasticity Index,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),0.00,0.00,IS 2720 (PART-5)1985 RA 2020,FALSE,MECHANICAL,0.00,30.00,0.00,%,NABL,"lerm.parameter.master.table,3046",,GSB MECHANICAL,
DETERMINATION OF WATER CONTENT-DRY DENSITY RELATION USING HEAVY COMPACTION,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),1.40,0.00,,FALSE,MECHANICAL,0.00,3.50,0.00,gm/cc,,"lerm.parameter.master.table,3076",,GSB MECHANICAL,
CBR,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),10.00,0.00,IS 2720 (PART-16)1987 RA2021,FALSE,MECHANICAL,0.02,98.00,0.00,%,,"lerm.parameter.master.table,2995",,GSB MECHANICAL,
Field Density by Sand Replacement of Gsb,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,GSB MECHANICAL,
Specific Gravity,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Granular Sub Base ( GSB ),0.00,0.00,,FALSE,MECHANICAL,0.00,"100,000.00",0.00,,,"lerm.parameter.master.table,3308",,GSB MECHANICAL,
GS SHEET,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GS SHEET,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,GS SHEET,
Combined Water,BUILDING MATERIALS - CHEMICAL,Gypsum Chemical,0.10,0.00,IS 1288 :1982,FALSE,CHEMICAL,0.02,30.00,0.00,% by mass,NABL,"lerm.parameter.master.table,617",Mass of prepared sample,GYPSUM & GYPSUM PLASTER CHEMICAL,
Free Lime,BUILDING MATERIALS - CHEMICAL,Gypsum Chemical,0.01,0.00,IS 2547 (Part 1): 1976 (RA 2022) (App-C),FALSE,CHEMICAL,0.01,1.50,0.00,% by mass,NABL,"lerm.parameter.master.table,618",Wt.of sample ( gm ),GYPSUM & GYPSUM PLASTER CHEMICAL,
Free Water,BUILDING MATERIALS - CHEMICAL,Gypsum Chemical,0.10,0.00,IS 1288 :1982,FALSE,CHEMICAL,0.02,10.00,0.00,% by mass,NABL,"lerm.parameter.master.table,622",Mass of sample,GYPSUM & GYPSUM PLASTER CHEMICAL,
(CaO) Lime,BUILDING MATERIALS - CHEMICAL,Gypsum Chemical,15.00,0.00,IS 1288:1982 (RA 2021) Clause 10.2,FALSE,CHEMICAL,0.00,50.00,0.00,% by mass,NABL,"lerm.parameter.master.table,623",Wt of Sample (gm),GYPSUM & GYPSUM PLASTER CHEMICAL,
Loss On Ignition,BUILDING MATERIALS - CHEMICAL,Gypsum Chemical,1.00,0.00,IS 2547 (Part 1): 1976 (RA 2022) (App-B),FALSE,CHEMICAL,0.00,12.00,0.00,% by mass,NABL,"lerm.parameter.master.table,627",Wt of empty weighing bottle (gm),GYPSUM & GYPSUM PLASTER CHEMICAL,
Soluble Magnesium Oxide,BUILDING MATERIALS - CHEMICAL,Gypsum Chemical,0.10,0.00,IS 2547 (Part 1): 1976 (RA 2022) (App-A),FALSE,CHEMICAL,0.04,0.50,0.00,% by mass,NABL,"lerm.parameter.master.table,631",Wt of Sample (gm),GYPSUM & GYPSUM PLASTER CHEMICAL,
Soluble Sodium Oxide(Na20),BUILDING MATERIALS - CHEMICAL,Gypsum Chemical,0.01,0.00,IS 2547 (Part 1): 1976 (RA 2022) (App-A),FALSE,CHEMICAL,0.02,0.50,0.00,% by mass,NABL,"lerm.parameter.master.table,650",A) Wt.of sample (gm),GYPSUM & GYPSUM PLASTER CHEMICAL,
(SO3),BUILDING MATERIALS - CHEMICAL,Gypsum Chemical,25.00,0.00,IS :1288:1982 (RA:2021) Clause 12,FALSE,CHEMICAL,0.00,60.00,0.00,% by mass,NABL,"lerm.parameter.master.table,654",Wt of Sample,GYPSUM & GYPSUM PLASTER CHEMICAL,
CaO,BUILDING MATERIALS - CHEMICAL,Gypsum Chemical,15.00,0.00,IS 1288:1982,FALSE,CHEMICAL,0.00,50.00,0.00,% by mass,NABL,"lerm.parameter.master.table,658",Wt of Sample (gm),GYPSUM & GYPSUM PLASTER CHEMICAL,
Mgo,BUILDING MATERIALS - CHEMICAL,Gypsum Chemical,0.10,0.00,IS 2547 (Part 1): 1976,FALSE,CHEMICAL,0.04,0.50,0.00,% by mass,,"lerm.parameter.master.table,662",Wt of Sample (gm),GYPSUM & GYPSUM PLASTER CHEMICAL,
Calcium Oxide,BUILDING MATERIALS - CHEMICAL,Gypsum Chemical,15.00,0.00,,FALSE,CHEMICAL,0.00,50.00,0.00,% by mass,NABL,"lerm.parameter.master.table,2983",Wt of Sample (gm),GYPSUM & GYPSUM PLASTER CHEMICAL,
Solluble MgO salt expressed as MgO,BUILDING MATERIALS - CHEMICAL,Gypsum Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,"9,999.00",0.00,% by mass,NABL,,Wt of Sample (gm),GYPSUM & GYPSUM PLASTER CHEMICAL,
Normal Consistency,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Gypsum Mechanical & Chemical Test,10.00,0.00,IS 2542 (Part1/Sec1):1978,FALSE,MECHANICAL,0.02,80.00,0.00,%,NABL,"lerm.parameter.master.table,699",,GYPSUM PLASTER MECHANCIAL,
Setting time,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Gypsum Mechanical & Chemical Test,5.00,0.00,IS 2542 (Part1/Sec3):1978,FALSE,MECHANICAL,0.07,35.00,0.00,Minute,NABL,"lerm.parameter.master.table,700",,GYPSUM PLASTER MECHANCIAL,
IS 228 (Part 1): 1987,,,0.00,0.00,,FALSE,,0.00,0.00,0.00,,,,,,
Chloride,BUILDING MATERIALS - CHEMICAL,,0.00,0.00,IS 6925:1973,FALSE,CHEMICAL,0.00,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,1346","Mass of the Test Sample in  , ( gm)",,
Dry Bulk density,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Gypsum Mechanical & Chemical Test,100.00,0.00,IS 2542 (Part1/Sec12):1978,FALSE,MECHANICAL,0.03,800.00,0.00,kg/m3,NABL,"lerm.parameter.master.table,701",,GYPSUM PLASTER MECHANCIAL,
Compressive strength,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Gypsum Mechanical & Chemical Test,1.00,0.00,IS 2542 (Part1/Sec5):1978,FALSE,MECHANICAL,0.23,10.00,0.00,N/mm2,NABL,"lerm.parameter.master.table,702",,GYPSUM PLASTER MECHANCIAL,
Freedom from coarse particles,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Gypsum Mechanical & Chemical Test,1.00,0.00,IS 2542 (Part1/Sec5):1978,FALSE,MECHANICAL,0.20,15.00,0.00,%,NABL,"lerm.parameter.master.table,703",,GYPSUM PLASTER MECHANCIAL,
GYPSUM PLASTER,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GYPSUM PLASTER,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,GYPSUM PLASTER,
Density,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GYPSUM PLASTER BOARD,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,GYPSUM PLASTER BOARD,
Water Absorption,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GYPSUM PLASTER BOARD,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,GYPSUM PLASTER BOARD,
Flexural Breaking Load in Tranverse Direction,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GYPSUM PLASTER BOARD,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,GYPSUM PLASTER BOARD,
Flexural Breaking Load in Longitudinal Direction,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,GYPSUM PLASTER BOARD,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,GYPSUM PLASTER BOARD,
pH of 30 % solution,BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,1.00,0.00,KES/SOP/CHEM/039,FALSE,CHEMICAL,0.00,14.00,0.00,--,NABL,"lerm.parameter.master.table,719",ph_Value,HARDENED CONCRETE/MORTAR CHEMICAL,
Acid Soluble / Water Soluble Sulphate as SO3,BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,0.00,0.00,BS1881 (Part 124): 2016,FALSE,CHEMICAL,0.00,10.00,0.00,% by mass,NABL,"lerm.parameter.master.table,720","A)Cement Content in concete, %",HARDENED CONCRETE/MORTAR CHEMICAL,
Chloride as per IS 14959 Part 2,BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,0.01,0.00,0.60 max,FALSE,CHEMICAL,0.01,5.00,0.00,kg/m3,NABL,"lerm.parameter.master.table,721",Density,HARDENED CONCRETE/MORTAR CHEMICAL,
Chloride as per BS 1881 Part 124,BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,0.01,0.00,BS 1881(Part 124): 2016,FALSE,CHEMICAL,0.01,5.00,0.00,kg/m3,NABL,"lerm.parameter.master.table,722","A)Cube Density, Kg/m3",HARDENED CONCRETE/MORTAR CHEMICAL,
"Chloride Prestressed Concrete (Chloride, kg/m3)",BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,0.00,0.00,0.40Max,FALSE,CHEMICAL,0.01,5.00,0.00,% by mass,NABL,"lerm.parameter.master.table,723","A)Cube Density, Kg/m3",HARDENED CONCRETE/MORTAR CHEMICAL,
Cement Aggregate Ratio,BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,0.00,0.00,IS 516 (Part 11) : 2020,FALSE,CHEMICAL,0.00,50.00,0.00,% by mass,Non NABL,"lerm.parameter.master.table,724",,HARDENED CONCRETE/MORTAR CHEMICAL,
Cement Content,BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,0.00,0.00,IS 1199 :1959 RA2013,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,,"lerm.parameter.master.table,725",,HARDENED CONCRETE/MORTAR CHEMICAL,
Sulphate (as SO3),BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,0.00,0.00,BS 1881 Part -124:2016,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,,"lerm.parameter.master.table,726",,HARDENED CONCRETE/MORTAR CHEMICAL,
Alkali Silica Reaction (Dissolved Silica),BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,0.00,0.00,IS:2386 (PART-7) 1963 (RA:2016) Clause:3.7,FALSE,CHEMICAL,0.00,700.00,0.00,millimoles/litre,,"lerm.parameter.master.table,727",,HARDENED CONCRETE/MORTAR CHEMICAL,
Alkali Silica Reaction ( Reduction in Alkalinity ),BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,0.00,0.00,IS:2386 (PART-7) 1963 (RA:2016) Clause: 3.9,FALSE,CHEMICAL,0.00,"2,500.00",0.00,millimoles/litre,,"lerm.parameter.master.table,728",,HARDENED CONCRETE/MORTAR CHEMICAL,
Chloride content as % in Cement,BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,0.00,0.00,BS 1881 Part-124:2016,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,,"lerm.parameter.master.table,729",,HARDENED CONCRETE/MORTAR CHEMICAL,
"Chloride Prestressed Concrete (Chloride, kg/m3)",BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,0.01,0.00,BS 1881(Part 124): 2016,FALSE,CHEMICAL,0.00,5.00,0.00,kg/m3,NABL,"lerm.parameter.master.table,1033",,HARDENED CONCRETE/MORTAR CHEMICAL,
Cement Content by SiO2 method,BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,4.00,0.00,IS 516  Part 11 :2020,FALSE,CHEMICAL,0.00,40.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3103",,HARDENED CONCRETE/MORTAR CHEMICAL,
Cement Content by Calcium Oxide method,BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,0.00,0.00,IS 516  Part 11 :2020,FALSE,CHEMICAL,0.00,"100,000.00",0.00,% by mass,NABL,"lerm.parameter.master.table,3102",False,HARDENED CONCRETE/MORTAR CHEMICAL,
Lime,BUILDING MATERIALS - CHEMICAL,HARDENED CONCRETE/MORTAR CHEMICAL,5.00,0.00,IS 516 (Part 11) : 2020,FALSE,CHEMICAL,0.00,40.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3119",,HARDENED CONCRETE/MORTAR CHEMICAL,
Block Density,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Hollow Concrete Block,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,"lerm.parameter.master.table,3214",,Hollow Concrete Block,
Compressive Strength,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Hollow Concrete Block,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,"lerm.parameter.master.table,3215",,Hollow Concrete Block,
Dimension-Height,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Hollow Concrete Block,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,"lerm.parameter.master.table,3216",,Hollow Concrete Block,
Dimension-Length,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Hollow Concrete Block,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,"lerm.parameter.master.table,3217",,Hollow Concrete Block,
Dimension-Width,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Hollow Concrete Block,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,"lerm.parameter.master.table,3218",,Hollow Concrete Block,
Drying Shrinkage,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Hollow Concrete Block,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,"lerm.parameter.master.table,3219",,Hollow Concrete Block,
Moisture Movement,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Hollow Concrete Block,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,"lerm.parameter.master.table,3220",,Hollow Concrete Block,
Water Absorption,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Hollow Concrete Block,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,"lerm.parameter.master.table,3221",,Hollow Concrete Block,
Compressive Strength of Concrete Cube By ACT,,,0.00,0.00,,FALSE,,0.00,0.00,0.00,,,,,,
Carbon,METALS & ALLOYS,Hollow steel section for structural use-S,0.02,0.00,,FALSE,CHEMICAL,0.00,1.10,0.00,% by mass,NABL,"lerm.parameter.master.table,4714",Carbon,Hollow steel section for structural use-S,
Manganese,METALS & ALLOYS,Hollow steel section for structural use-S,0.03,0.00,,FALSE,CHEMICAL,0.00,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4715",Manganese,Hollow steel section for structural use-S,
Sulphur,METALS & ALLOYS,Hollow steel section for structural use-S,0.00,0.00,,FALSE,CHEMICAL,0.00,0.06,0.00,% by mass,NABL,"lerm.parameter.master.table,4716",Sulphur,Hollow steel section for structural use-S,
Phosphorous,METALS & ALLOYS,Hollow steel section for structural use-S,0.01,0.00,,FALSE,CHEMICAL,0.00,0.09,0.00,% by mass,NABL,"lerm.parameter.master.table,4717",Phosphorous,Hollow steel section for structural use-S,
Sulphur,METALS & ALLOYS,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,0.01,0.00,IS 228 Part 9: 1989,FALSE,CHEMICAL,0.03,0.25,0.00,% by mass,NABL,"lerm.parameter.master.table,810","volume, in ml, of potassium iodate  added",Hollow Steel Sections,
Phosphorus,METALS & ALLOYS,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,0.01,0.00,IS 228 Part 3: 1987,FALSE,CHEMICAL,0.04,0.12,0.00,% by mass,NABL,"lerm.parameter.master.table,811",Wt of Sample taken (gm),Hollow Steel Sections,
Sulphur,BUILDING MATERIALS - CHEMICAL,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,0.01,0.00,IS 228 Part 9: 1989,FALSE,CHEMICAL,0.03,0.25,0.00,% by mass,NABL,"lerm.parameter.master.table,1345",,Hollow Steel Sections,
Carbon,BUILDING MATERIALS - CHEMICAL,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3351",Wt of Sample taken (gm),Hollow Steel Sections,
Manganese,BUILDING MATERIALS - CHEMICAL,HOLLOW STEEL SECTIONS FOR STRUCTURAL USE,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3352",Wt of Sample taken  gm,Hollow Steel Sections,
Carbon,METALS & ALLOYS,HT STRAND - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,999.00,0.00,% by mass,,"lerm.parameter.master.table,805",Wt of Sample taken (gm),HT STRAND  CHEMICAL,
Phosphorus,METALS & ALLOYS,HT STRAND - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,999.00,0.00,% by mass,,"lerm.parameter.master.table,1106",Wt of Sample taken (gm),HT STRAND  CHEMICAL,
Sulphur,METALS & ALLOYS,HT STRAND - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,999.00,0.00,% by mass,,"lerm.parameter.master.table,1107","volume, in ml, of potassium iodate  added",HT STRAND  CHEMICAL,
Manganese,METALS & ALLOYS,HT STRAND - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,,"lerm.parameter.master.table,1275",Wt of Sample taken  gm,HT STRAND  CHEMICAL,
Silicon,METALS & ALLOYS,HT STRAND - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,,"lerm.parameter.master.table,1108","A) Wt of Sample taken, gm",HT STRAND  CHEMICAL,
Chromium,METALS & ALLOYS,HT STRAND - Chemical,0.01,0.00,IS 228 Part 6: 1987,FALSE,CHEMICAL,0.02,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,812",Wt of Sample taken (gm),HT STRAND  CHEMICAL,
Molybdenum,METALS & ALLOYS,HT STRAND - Chemical,0.01,0.00,,FALSE,CHEMICAL,0.03,2.00,0.00,% by mass,,"lerm.parameter.master.table,813",Wt of Sample taken (gm),HT STRAND  CHEMICAL,
Concrete - Compressive Strength By ACT,,,0.00,0.00,,FALSE,,0.00,0.00,0.00,,,,,,
Nickel,METALS & ALLOYS,HT STRAND - Chemical,0.01,0.00,IS 228 Part 5: 1987,FALSE,CHEMICAL,0.02,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,814","Wt of Sample taken, gm",HT STRAND  CHEMICAL,
Sulphur & Phosphorus,METALS & ALLOYS,HT STRAND - Chemical,0.00,0.00,IS 1786: 2008,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,,"lerm.parameter.master.table,815",Phosphorus,HT STRAND  CHEMICAL,
Carbon Equivalent (CE),METALS & ALLOYS,HT STRAND - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,,"lerm.parameter.master.table,1276",Carbon,HT STRAND  CHEMICAL,
"Gauge Length , mm",BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,HT STRAND - Mechanical Test,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,NABL,"lerm.parameter.master.table,688","Gauge Length , mm",HT STRAND WIRE MECHANICAL,
Nominal Area of Strand,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,HT STRAND - Mechanical Test,0.00,0.00,IS 1608(P-1):2022,FALSE,MECHANICAL,0.00,"100,000.00",0.00,mm2,NABL,"lerm.parameter.master.table,690","Nominal Area of Strand, mm²",HT STRAND WIRE MECHANICAL,
0.2% Proof Load,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,HT STRAND - Mechanical Test,0.00,0.00,IS 1608(P-1):2022,FALSE,MECHANICAL,0.00,"10,000,000.00",0.00,KN,NABL,"lerm.parameter.master.table,691","0.2% Proof Load , KN",HT STRAND WIRE MECHANICAL,
